,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridium (sensu stricto),Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Weissella et rel.,Vibrio,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Propionibacterium,0.7312191684284708,0.5006342494714587,0.6222692036645525,0.2379140239605356,0.6945736434108527,0.14531360112755462,0.7420718816067653,0.6988019732205779,0.2879492600422833,0.09682875264270613,0.2828752642706131,0.4232558139534884,0.7681465821000705,0.8408738548273432,0.09795630725863284,0.7226215644820296,0.3579985905567301,-0.04326990838618745,0.29020436927413673,0.32600422832980974,0.016913319238900635,-0.021000704721634955,0.09725158562367865,0.03481324876673714,-0.1276955602536998,0.7446088794926005,0.8491895701198027,0.408738548273432,0.015644820295983086,0.7178294573643411,0.04256518675123326,0.8181818181818182,-0.046652572233967585,0.36885130373502467,-0.17603946441155743,0.2014094432699084,-0.18379140239605357,0.6214235377026075,0.02762508809020437,0.12670894996476392,0.11923890063424947,0.5479915433403806,0.4462297392529951,0.49203664552501764,0.5812544045102185,0.822692036645525,-0.10824524312896405,0.5264270613107822,0.12473572938689217,0.8707540521494009,0.8727272727272727,0.18520084566596196,0.35391120507399576,0.329245947850599,0.6353770260747005,0.7402396053558844,0.4627202255109232,-0.46412966878083156,0.6558139534883721,-0.06906272022551092,0.5985905567300916,-0.054686398872445384,0.1276955602536998,0.18294573643410852,-0.2157857646229739,0.8677942212825934,0.596476391825229,0.3451726568005638,-0.011416490486257928,0.8825933756166314,0.4686398872445384,-0.3047216349541931,-0.191261451726568,0.5808315715292459,0.5785764622973926,0.6668076109936575,0.47822410147991545,0.29992952783650456,0.625369978858351,0.7095137420718816,0.6011275546159267,0.7636363636363637,0.8800563777307964,0.6356589147286822,0.8443974630021142,0.7468639887244538,0.7199436222692036,-0.1587033121916843,0.007751937984496124,0.4135306553911205,0.2379140239605356,0.04806201550387597,-0.1937984496124031,0.8107117688513037,0.7878787878787878,0.4133897110641297,-0.2770965468639887,-0.06807610993657505,0.20056377730796335,0.14573643410852713,1.0,0.7822410147991543,0.06723044397463002,-0.18703312191684285,-0.16391825229034532,0.06257928118393234,-0.019873150105708247,0.11219168428470754,0.38590556730091613,-0.10866807610993658,-0.16828752642706132,0.8549682875264271,0.296969696969697,0.47977448907681464,0.4319943622269204,0.08837209302325581,0.5410852713178295,0.23185341789992953,0.28484848484848485,0.6076109936575053,-0.18266384778012684,0.006906272022551093,-0.10091613812544045,0.34799154334038057,0.32107117688513037,0.6014094432699084,0.5897110641296688,0.42255109231853416,0.654122621564482,0.7968992248062016
Proteus et rel.,0.6021141649048626,0.45496828752642704,0.7069767441860465,0.17251585623678647,0.7131782945736435,0.016067653276955602,0.7434813248766737,0.5777307963354475,0.3168428470754052,0.09682875264270613,0.2692036645525018,0.387737843551797,0.6317124735729387,0.817477096546864,0.2032417195207893,0.6645525017618041,0.1175475687103594,-0.3515151515151515,0.06694855532064835,0.17138830162085977,0.010429880197322057,-0.24031007751937986,-0.07357293868921776,-0.2397463002114165,-0.10880902043692742,0.6742776603241719,0.8365045806906272,0.5446088794926004,0.11627906976744186,0.49823819591261453,0.1792811839323467,0.7883016208597604,-0.05919661733615222,0.40606060606060607,-0.10359408033826638,0.2865398167723749,-0.2394644115574348,0.5261451726568006,0.13150105708245244,0.16279069767441862,0.14686398872445383,0.4677942212825934,0.4649753347427766,0.48583509513742074,0.5533474277660324,0.8424242424242424,-0.01818181818181818,0.4711768851303735,0.36363636363636365,0.8164904862579281,0.7953488372093023,0.21099365750528543,0.33093727977448906,0.22649753347427767,0.8132487667371389,0.6999295278365045,0.4404510218463707,-0.2824524312896406,0.622692036645525,-0.010429880197322057,0.5564482029598309,0.12360817477096547,-0.01916842847075405,0.3647639182522903,-0.07935165609584215,0.8283298097251586,0.5382663847780127,0.22832980972515857,0.1963354474982382,0.8427061310782241,0.4435517970401691,-0.014658210007047217,0.052854122621564484,0.7214940098661029,0.5819591261451726,0.7234672304439747,0.449753347427766,0.20606060606060606,0.8078928823114869,0.6689217758985201,0.5990133897110641,0.6957011980267794,0.8201550387596899,0.6184637068357999,0.8328400281888654,0.6785059901338971,0.6442565186751233,-0.09978858350951374,0.1547568710359408,0.3835095137420719,0.2284707540521494,-0.04904862579281184,-0.0700493305144468,0.7262861169837914,0.7918252290345313,0.34460887949260044,-0.17914023960535588,-0.15137420718816066,0.011557434813248767,-0.1675828047921071,0.7822410147991543,1.0,0.14573643410852713,-0.029880197322057787,-0.159830866807611,0.1040169133192389,0.19464411557434813,0.1543340380549683,0.4346723044397463,0.10387596899224806,-0.010711768851303736,0.791261451726568,0.2146582100070472,0.31190979563072585,0.26145172656800564,0.09006342494714588,0.48668076109936576,0.13291050035236082,0.15503875968992248,0.6646934460887949,-0.027202255109231854,0.07596899224806201,0.012825933756166315,0.34432699083861873,0.382522903453136,0.49556025369978857,0.7073995771670191,0.40704721634954194,0.6053558844256519,0.802677942212826
Pseudomonas,0.10810429880197323,0.15348837209302327,0.1346018322762509,0.12093023255813953,0.2091613812544045,0.14066243833685693,0.19802677942212826,0.09457364341085271,0.06863988724453841,0.1010570824524313,0.0408738548273432,-0.1276955602536998,0.07935165609584215,0.0693446088794926,0.21409443269908388,0.10584918957011981,-0.09584214235377025,0.06286116983791402,-0.18449612403100776,0.20098661028893586,0.16772374911909796,0.04002818886539817,-0.11571529245947851,0.05933756166314306,0.11078224101479915,0.14432699083861875,0.20972515856236787,0.031148696264975333,0.14376321353065538,-0.04326990838618745,-0.05553206483439042,0.18266384778012684,0.06624383368569416,0.2861169837914024,0.02255109231853418,-0.07244538407329106,0.2845665961945032,0.2277660324171952,0.1481324876673714,0.018322762508809022,0.17646229739252994,0.017054263565891473,-0.042142353770260745,-0.0587737843551797,0.04961240310077519,0.11515151515151516,-0.03819591261451727,0.021000704721634955,0.06201550387596899,0.10232558139534884,0.033967582804792104,-0.24904862579281184,-0.07188160676532769,0.11205073995771671,0.2886539816772375,0.1970401691331924,0.565045806906272,-0.05553206483439042,0.018604651162790697,0.035377026074700495,0.13840732910500353,-0.15306553911205073,0.16885130373502466,0.04059196617336152,-0.146723044397463,0.14207188160676532,0.27512332628611696,0.08301620859760395,0.8758280479210712,0.16589147286821707,0.640169133192389,-0.010993657505285413,0.02565186751233263,0.25088090204369273,0.028047921071176884,0.1540521494009866,0.42170542635658914,-0.14658210007047218,0.3097956307258633,0.080338266384778,0.04143763213530655,0.19647639182522902,0.1784355179704017,0.0948555320648344,0.12233967582804792,0.1113460183227625,0.22931642001409444,0.1460183227625088,-0.018322762508809022,0.14615926708949964,-0.17322057787174067,-0.023960535588442564,0.10246652572233968,0.1766032417195208,0.22396053558844256,0.04947145877378435,-0.15743481324876674,-0.31092318534179,-0.22607470049330514,-0.0033826638477801266,0.06723044397463002,0.14573643410852713,1.0,-0.22396053558844256,0.11825229034531361,0.10021141649048626,-0.09457364341085271,0.13798449612403102,0.12417195207892882,0.8405919661733615,0.1653276955602537,0.14799154334038056,0.02776603241719521,0.09964763918252291,0.0923185341789993,0.15560253699788584,0.16983791402396053,0.04059196617336152,0.44157857646229737,0.1517970401691332,0.2634249471458774,0.2339675828047921,0.3842142353770261,-0.1678646934460888,0.2025369978858351,0.0383368569415081,0.4825933756166314,-0.23650458069062721,0.128400281888654,0.31444679351656096
Roseburia intestinalis et rel.,-0.024101479915433405,-0.1463002114164905,0.027343199436222692,-0.24862579281183933,-0.007610993657505285,-0.3634954193093728,0.01127554615926709,-0.2692036645525018,-0.1481324876673714,0.006060606060606061,-0.12403100775193798,0.07258632840028188,-0.16109936575052855,0.00042283298097251583,0.1517970401691332,-0.15532064834390416,-0.31317829457364343,-0.32515856236786467,-0.17970401691331925,-0.2793516560958421,-0.2923185341789993,-0.256800563777308,-0.1832276250880902,-0.3857646229739253,-0.10725863284002819,-0.03481324876673714,-0.018604651162790697,0.045243128964059194,-0.07794221282593376,-0.2770965468639887,0.40352360817477095,0.05806906272022551,0.23763213530655392,-0.12938689217758986,0.10951374207188161,-0.26976744186046514,-0.11402396053558844,-0.01437632135306554,-0.05454545454545454,0.2776603241719521,-0.3579985905567301,-0.11205073995771671,0.03128964059196617,0.11529245947850598,-0.06483439041578576,0.004510218463706836,0.261169837914024,0.0824524312896406,0.48809020436927414,-0.01014799154334038,-0.07244538407329106,0.2463706835799859,-0.1164200140944327,-0.06286116983791402,-0.23692741367159972,-0.17716701902748413,-0.13699788583509515,0.21198026779422127,-0.03143058491895701,-0.09725158562367865,-0.22283298097251586,0.4624383368569415,-0.01945031712473573,0.007751937984496124,0.40479210711768854,0.05313601127554616,-0.18590556730091615,-0.16631430584918958,-0.19929527836504582,-0.025792811839323467,-0.38590556730091613,0.480338266384778,0.2277660324171952,0.12093023255813953,-0.03453136011275546,0.13347427766032416,-0.2959830866807611,0.06088794926004228,-0.1591261451726568,0.04326990838618745,0.22311486962649754,-0.06060606060606061,-0.0952783650458069,0.1350246652572234,-0.024101479915433405,-0.16997885835095136,0.02649753347427766,0.011698379140239605,0.36138125440451024,-0.22522903453136012,0.3581395348837209,-0.2793516560958421,0.02875264270613108,-0.03551797040169133,-0.05891472868217054,0.06863988724453841,0.33840732910500354,0.3175475687103594,-0.03312191684284708,-0.4510218463706836,-0.18703312191684285,-0.029880197322057787,-0.22396053558844256,1.0,0.008456659619450317,0.160676532769556,0.09725158562367865,0.02748414376321353,-0.06807610993657505,-0.21663143058491896,0.09640591966173362,-0.12670894996476392,-0.12600422832980973,-0.16744186046511628,-0.16701902748414377,0.04073291050035236,-0.16814658210007047,-0.2806201550387597,-0.3970401691331924,0.018322762508809022,0.08738548273431994,0.11571529245947851,0.10979563072586328,0.3019027484143763,0.11261451726568006,-0.2211416490486258,-0.3704016913319239,-0.006906272022551093,-0.11797040169133192,-0.19337561663143057
Ruminococcus bromii et rel.,0.06441155743481325,-0.31331923890063423,-0.27864693446088795,0.280338266384778,0.14432699083861875,0.011698379140239605,-0.0014094432699083862,-0.4169133192389006,-0.5437632135306554,0.7496828752642706,0.2638477801268499,-0.27822410147991544,-0.15193798449612403,-0.12290345313601128,0.32248062015503876,-0.22015503875968992,-0.28696264975334745,0.1350246652572234,-0.20549682875264272,-0.2470754052149401,-0.24933051444679352,-0.1324876673713883,-0.03861874559548978,0.06272022551092318,0.1343199436222692,-0.023114869626497534,-0.07864693446088795,-0.387737843551797,0.13121916842847076,-0.26356589147286824,-0.02945736434108527,-0.0470754052149401,-0.19943622269203665,0.2566596194503171,0.6009866102889359,-0.04242424242424243,0.23424947145877378,-0.03805496828752643,0.5832276250880902,-0.051726568005637776,0.24735729386892177,-0.5658914728682171,-0.21508104298801972,0.02748414376321353,-0.3940803382663848,0.001832276250880902,0.3501057082452431,-0.4303030303030303,-0.1164200140944327,-0.12797744890768148,-0.07103594080338266,0.146723044397463,-0.3775898520084567,-0.056518675123326284,-0.1175475687103594,-0.2615926708949965,0.13009161381254405,0.3006342494714588,-0.24848484848484848,-0.22917547568710359,-0.21959126145172655,-0.22832980972515857,0.27864693446088795,-0.26272022551092317,0.043410852713178294,-0.1306553911205074,-0.22241014799154335,-0.32966878083157153,0.12642706131078224,-0.09372797744890768,0.0916138125440451,0.008315715292459478,-0.017758985200845664,0.0005637773079633545,-0.033967582804792104,-0.048484848484848485,0.02959830866807611,-0.03692741367159972,-0.2474982381959126,0.03312191684284708,-0.15193798449612403,-0.23918252290345313,-0.09133192389006342,0.0649753347427766,0.016631430584918956,-0.31444679351656096,0.10556730091613813,0.45496828752642704,-0.538830162085976,0.39140239605355887,-0.351937984496124,-0.3157152924594785,0.5665961945031712,-0.1470049330514447,-0.04820295983086681,-0.1463002114164905,-0.011980267794221282,-0.21085271317829457,-0.17618040873854826,-0.13671599718111346,-0.16391825229034532,-0.159830866807611,0.11825229034531361,0.008456659619450317,1.0,0.7481324876673714,-0.0014094432699083862,-0.3637773079633545,-0.38534178999295277,0.17322057787174067,0.6324171952078929,-0.1386892177589852,-0.48273431994362226,-0.44143763213530657,-0.4728682170542636,0.29978858350951376,-0.045384073291050035,-0.1795630725863284,-0.21113460183227625,-0.015785764622973927,0.09217758985200845,0.45482734319943624,0.09062720225510923,-0.018745595489781535,-0.1646229739252995,-0.2975334742776603,-0.14474982381959126,-0.03960535588442565,-0.16208597603946442,-0.06469344608879493
Ruminococcus callidus et rel.,0.19732205778717407,-0.09978858350951374,-0.013671599718111346,0.09992952783650458,0.17392529950669486,-0.12487667371388302,0.20126849894291754,-0.13023255813953488,-0.3223396758280479,0.8297392529950669,0.22325581395348837,-0.05708245243128964,0.07159971811134602,0.09119097956307258,0.41141649048625795,-0.04312896405919662,-0.2952783650458069,0.005919661733615222,-0.11599718111346018,-0.14474982381959126,-0.35264270613107823,-0.23692741367159972,-0.05919661733615222,0.10049330514446793,0.012403100775193798,0.17857646229739252,0.1843551797040169,-0.04200140944326991,-0.08442565186751233,-0.12233967582804792,0.12656800563777307,0.1416490486257928,-0.09344608879492601,0.25863284002818887,0.3360112755461593,0.02029598308668076,0.08569415081042989,-0.009866102889358703,0.5188160676532769,0.24467935165609583,0.02776603241719521,-0.40831571529245947,-0.02973925299506695,0.2463706835799859,-0.15532064834390416,0.20042283298097252,0.2737138830162086,-0.22607470049330514,0.09386892177589852,0.040451021846370686,0.14136715997181112,0.293446088794926,-0.16434108527131783,-0.09978858350951374,0.03128964059196617,-0.10119802677942213,0.16631430584918958,0.14982381959126145,-0.10486257928118393,-0.3214940098661029,-0.03298097251585624,-0.07427766032417195,0.17561663143058492,-0.24792107117688514,0.13699788583509515,0.11529245947850598,-0.04115574348132488,-0.1981677237491191,0.106553911205074,0.10429880197322058,0.03875968992248062,0.17026074700493304,0.16476391825229034,0.22015503875968992,0.1354474982381959,0.1386892177589852,-0.13178294573643412,-0.046652572233967585,-0.026920366455250175,0.2427061310782241,-0.02551092318534179,0.10458069062720225,0.09767441860465116,0.18181818181818182,0.2266384778012685,-0.15715292459478505,0.23495419309372798,0.2944326990838619,-0.258491895701198,0.25750528541226214,-0.23227625088090204,-0.48372093023255813,0.5771670190274841,0.18745595489781536,0.17251585623678647,-0.05933756166314306,-0.025933756166314305,-0.04580690627202255,-0.11994362226920366,-0.19422128259337562,0.06257928118393234,0.1040169133192389,0.10021141649048626,0.160676532769556,0.7481324876673714,1.0,0.21085271317829457,-0.324031007751938,-0.12177589852008457,0.1595489781536293,0.5059901338971107,0.097815362931642,-0.44679351656095845,-0.3529245947850599,-0.45172656800563776,0.1237491190979563,0.0675123326286117,-0.07258632840028188,-0.22917547568710359,0.24608879492600422,-0.051726568005637776,0.417477096546864,0.12318534178999295,0.18872445384073291,-0.039041578576462295,-0.15940803382663848,-0.10345313601127555,0.09654686398872446,0.03509513742071882,0.07357293868921776
Ruminococcus gnavus et rel.,-0.16983791402396053,0.24200140944326992,0.19985905567300916,-0.13093727977448907,-0.09386892177589852,-0.23340380549682876,0.09880197322057788,0.27103594080338267,0.28851303735024664,0.08090204369274137,0.2229739252995067,0.4793516560958421,-0.010711768851303736,-0.013671599718111346,0.0792107117688513,0.2186046511627907,-0.2572233967582805,-0.20098661028893586,-0.24355179704016913,-0.35630725863284,-0.2930232558139535,-0.0792107117688513,-0.1704016913319239,-0.3732205778717407,-0.3014799154334038,-0.001832276250880902,0.012121212121212121,0.5296687808315715,-0.24186046511627907,0.0952783650458069,-0.008738548273431995,-0.09344608879492601,-0.3719520789288231,-0.3647639182522903,-0.13474277660324172,0.26624383368569415,-0.3267089499647639,-0.13601127554615927,0.09908386187455955,0.440169133192389,-0.06469344608879493,0.10458069062720225,0.3281183932346723,0.1237491190979563,0.23594080338266385,-0.013530655391120507,0.2146582100070472,-0.028329809725158563,0.38801973220577873,-0.03255813953488372,0.022973925299506696,0.3843551797040169,0.5076814658210007,-0.12529950669485554,0.09344608879492601,0.13742071881606766,0.006342494714587738,0.13601127554615927,0.1551797040169133,0.32600422832980974,0.2613107822410148,0.22804792107117688,-0.2617336152219873,0.321353065539112,-0.0952783650458069,0.03199436222692037,0.010993657505285413,0.21099365750528543,-0.04242424242424243,-0.08484848484848485,-0.13206483439041578,-0.03185341789992953,0.41761804087385485,0.14841437632135307,-0.016631430584918956,0.1276955602536998,-0.11768851303735024,0.20606060606060606,0.06849894291754757,-0.06878083157152924,-0.05891472868217054,-0.007329105003523608,0.08668076109936575,-0.06286116983791402,0.017054263565891473,-0.03565891472868217,-0.11331923890063425,-0.18787878787878787,0.5306553911205074,-0.02959830866807611,-0.09203664552501761,-0.22945736434108527,0.1908386187455955,0.15856236786469344,-0.02438336856941508,-0.27498238195912617,-0.2021141649048626,-0.28527131782945736,-0.40563777307963356,-0.22170542635658916,-0.019873150105708247,0.19464411557434813,-0.09457364341085271,0.09725158562367865,-0.0014094432699083862,0.21085271317829457,1.0,-0.1478505990133897,0.47977448907681464,0.03382663847780127,-0.0693446088794926,0.19859055673009163,-0.02748414376321353,0.048907681465821,-0.028188865398167725,-0.1343199436222692,-0.22804792107117688,-0.3347427766032417,-0.34770965468639886,0.11078224101479915,-0.4558139534883721,-0.33883016208597605,-0.3190979563072586,0.0865398167723749,-0.021141649048625793,0.10584918957011981,0.0551092318534179,0.17068357998590555,0.03382663847780127,0.013671599718111346
Ruminococcus lactaris et rel.,0.13023255813953488,0.3331923890063425,0.3028893587033122,-0.2379140239605356,0.0631430584918957,-0.3412262156448203,0.12572233967582805,0.2982381959126145,0.3113460183227625,-0.3017618040873855,-0.10232558139534884,-0.02438336856941508,0.24298801973220577,0.18407329105003523,-0.1481324876673714,0.23735024665257223,-0.1908386187455955,-0.19943622269203665,-0.1609584214235377,-0.102184637068358,-0.05017618040873855,-0.4412966878083157,-0.3083861874559549,-0.3811134601832276,-0.006765327695560253,0.15207892882311486,0.08893587033121916,0.24073291050035237,-0.06356589147286822,0.27159971811134603,0.11261451726568006,0.14376321353065538,0.3051444679351656,-0.20662438336856942,-0.23890063424947147,-0.04622973925299507,0.15207892882311486,-0.05398167723749119,-0.33840732910500354,0.15377026074700492,-0.17575757575757575,0.253276955602537,0.42875264270613106,0.0507399577167019,0.22353770260747005,0.10021141649048626,-0.29245947850599013,0.21550387596899226,0.22579281183932345,0.2157857646229739,0.1471458773784355,-0.13474277660324172,0.2527131782945736,0.08992248062015504,0.10754052149400986,0.3081042988019732,0.09245947850599014,-0.09429175475687103,0.20310077519379846,0.07935165609584215,0.0861169837914024,0.3006342494714588,-0.38717406624383366,0.2500352360817477,0.17547568710359407,0.1405214940098661,0.31317829457364343,0.36109936575052853,0.006342494714587738,0.16039464411557436,-0.005637773079633545,0.30556730091613815,0.2259337561663143,0.142353770260747,0.17815362931642,0.08484848484848485,0.11571529245947851,-0.16152219873150106,0.1719520789288231,0.028893587033121917,0.35701198026779424,0.07286821705426356,0.19619450317124737,0.14545454545454545,0.13136011275546158,0.3157152924594785,0.16673713883016208,-0.19873150105708245,0.23312191684284708,-0.15193798449612403,0.4656800563777308,-0.03185341789992953,-0.38040873854827345,0.08414376321353066,0.18801973220577872,0.1455954897815363,0.14982381959126145,0.11078224101479915,-0.058491895701198025,-0.18689217758985202,0.11219168428470754,0.1543340380549683,0.13798449612403102,0.02748414376321353,-0.3637773079633545,-0.324031007751938,-0.1478505990133897,1.0,0.28484848484848485,-0.019732205778717406,-0.3295278365045807,0.2229739252995067,0.49950669485553206,0.5477096546863989,0.5619450317124736,-0.21409443269908388,0.262861169837914,0.010993657505285413,0.2528541226215645,0.03481324876673714,-0.04933051444679352,-0.4133897110641297,-0.13840732910500353,-0.04608879492600423,0.33798449612403103,0.1890063424947146,-0.007047216349541931,0.0916138125440451,0.3634954193093728,0.14038054968287528
Ruminococcus obeum et rel.,0.20549682875264272,0.596476391825229,0.5627906976744186,0.06892177589852008,0.048907681465821,-0.16955602536997885,0.3963354474982382,0.7818181818181819,0.7224806201550388,-0.025792811839323467,0.4763918252290345,0.7346018322762509,0.34193093727977447,0.2894996476391825,0.04425651867512333,0.6756871035940804,-0.17477096546863988,-0.37026074700493306,-0.16405919661733614,-0.1730796335447498,-0.2878083157152925,-0.09076814658210007,-0.23227625088090204,-0.4834390415785765,-0.2535588442565187,0.2441155743481325,0.3331923890063425,0.5839323467230444,-0.06427061310782241,0.2562367864693446,-0.1664552501761804,0.3155743481324877,0.04806201550387597,-0.13121916842847076,-0.3285412262156448,0.31937984496124033,-0.15658914728682172,0.11205073995771671,-0.10979563072586328,0.5085271317829457,0.2324171952078929,0.6235377026074701,0.48766737138830163,0.4222692036645525,0.7312191684284708,0.2793516560958421,-0.3711064129668781,0.3230443974630021,0.6038054968287526,0.36983791402396055,0.3451726568005638,0.29866102889358703,0.8869626497533474,0.24298801973220577,0.33530655391120506,0.6359408033826639,0.28625792811839323,-0.42522903453136013,0.7298097251585624,0.563354474982382,0.7281183932346723,0.1419309372797745,-0.1485553206483439,0.40563777307963356,-0.3465821000704722,0.28414376321353063,0.39548978153629316,0.5945031712473573,0.14460887949260043,0.3823819591261452,0.1609584214235377,-0.11233262861169838,0.2102889358703312,0.31543340380549684,0.23368569415081042,0.4693446088794926,0.34954193093727975,0.2601832276250881,0.3058491895701198,0.18534178999295278,0.3017618040873855,0.36983791402396055,0.41902748414376323,0.21747709654686398,0.3072586328400282,0.3461592670894996,0.2904862579281184,-0.14686398872445383,0.5792811839323467,-0.13727977448907683,0.015503875968992248,-0.25482734319943623,-0.04143763213530655,0.4142353770260747,0.35701198026779424,0.019027484143763214,-0.21874559548978154,-0.18801973220577872,-0.2587737843551797,-0.2992248062015504,0.38590556730091613,0.4346723044397463,0.12417195207892882,-0.06807610993657505,-0.38534178999295277,-0.12177589852008457,0.47977448907681464,0.28484848484848485,1.0,0.16053558844256519,-0.31331923890063423,0.5128964059196617,0.37279774489076817,0.4957011980267794,0.448062015503876,-0.16546863988724453,0.10937279774489077,-0.11430584918957012,-0.07822410147991543,0.28738548273431996,-0.5167019027484143,-0.3682875264270613,-0.20310077519379846,0.30965468639887245,0.012966878083157152,0.5103594080338266,0.33093727977448906,0.18632840028188866,0.30119802677942215,0.2923185341789993
Serratia,-0.010852713178294573,0.0861169837914024,-0.0587737843551797,0.26398872445384075,0.08414376321353066,0.213107822410148,0.0015503875968992248,-0.01437632135306554,0.04129668780831572,0.23298097251585623,0.1343199436222692,-0.07540521494009866,-0.16927413671599717,-0.08625792811839324,0.11472868217054263,0.022128259337561663,-0.15940803382663848,0.019591261451726568,-0.2408738548273432,0.11035940803382664,0.13601127554615927,0.11937984496124031,-0.07244538407329106,0.026215644820295984,0.06243833685694151,-0.09584214235377025,0.052854122621564484,-0.052854122621564484,0.007329105003523608,-0.23692741367159972,-0.07766032417195208,-0.0142353770260747,-0.10387596899224806,0.20662438336856942,0.08696264975334743,-0.03749119097956307,0.25299506694855534,0.03157152924594785,0.3269908386187456,0.01536293164200141,0.3128964059196617,-0.08766737138830162,-0.102184637068358,-0.11430584918957012,-0.05623678646934461,-0.03763213530655391,-0.1821000704721635,-0.15574348132487667,0.13417899929527838,-0.09048625792811839,-0.12121212121212122,-0.17716701902748413,-0.10133897110641296,0.042142353770260745,0.29020436927413673,0.08780831571529246,0.42917547568710357,-0.014094432699083862,-0.02241014799154334,0.1412262156448203,0.142353770260747,-0.19689922480620156,0.2021141649048626,0.0594785059901339,-0.30133897110641295,-0.10909090909090909,0.04439746300211417,0.03312191684284708,0.9698379140239606,-0.02748414376321353,0.45341789992952786,0.037068357998590554,0.13840732910500353,0.18083157152924595,-0.05919661733615222,0.05313601127554616,0.3324876673713883,-0.14446793516560957,0.30697674418604654,-0.03763213530655391,-0.16800563777307964,0.029880197322057787,0.018040873854827343,-0.09725158562367865,-0.00042283298097251583,-0.06060606060606061,0.07174066243833686,0.3523608174770965,0.043410852713178294,0.12558139534883722,-0.3939393939393939,-0.12403100775193798,0.2659619450317125,0.005637773079633545,0.03988724453840733,-0.11092318534178999,-0.0204369274136716,-0.3037350246652572,-0.2792107117688513,0.005919661733615222,-0.10866807610993658,0.10387596899224806,0.8405919661733615,-0.21663143058491896,0.17322057787174067,0.1595489781536293,0.03382663847780127,-0.019732205778717406,0.16053558844256519,1.0,0.3302325581395349,-0.04566596194503171,-0.09245947850599014,-0.07766032417195208,-0.08076109936575053,0.25863284002818887,-0.002677942212825934,0.05581395348837209,0.34432699083861873,0.028893587033121917,0.22071881606765328,0.302184637068358,0.3761804087385483,-0.17434813248766737,0.09837914023960535,-0.07582804792107117,0.4952783650458069,-0.3315010570824524,-0.1138830162085976,0.11360112755461593
